dataset,n,m,metodo,tiempo,costo,tp
grafo-euleriano,129,8256.0,TABU_CICLOS 160 25 300,478.068,42202,TSP_AGM
grafo-euleriano,129,8256.0,TABU_ESTRUCTURA 160 25 300,160.667,42251,TSP_AGM
grafo-euleriano,132,8646.0,TABU_CICLOS 160 25 300,484.531,34795,TSP_AGM
grafo-euleriano,132,8646.0,TABU_ESTRUCTURA 160 25 300,163.664,34920,TSP_AGM
grafo-euleriano,135,9045.0,TABU_CICLOS 160 25 300,521.209,43381,TSP_AGM
grafo-euleriano,135,9045.0,TABU_ESTRUCTURA 160 25 300,171.986,43496,TSP_AGM
grafo-euleriano,138,9453.0,TABU_CICLOS 160 25 300,607.233,32359,TSP_AGM
grafo-euleriano,138,9453.0,TABU_ESTRUCTURA 160 25 300,177.915,32417,TSP_AGM
grafo-euleriano,141,9870.0,TABU_CICLOS 160 25 300,596.334,63275,TSP_AGM
grafo-euleriano,141,9870.0,TABU_ESTRUCTURA 160 25 300,185.21,63470,TSP_AGM
grafo-euleriano,144,10296.0,TABU_CICLOS 160 25 300,691.948,43242,TSP_AGM
grafo-euleriano,144,10296.0,TABU_ESTRUCTURA 160 25 300,192.471,43365,TSP_AGM
grafo-euleriano,147,10731.0,TABU_CICLOS 160 25 300,594.227,61355,TSP_AGM
grafo-euleriano,147,10731.0,TABU_ESTRUCTURA 160 25 300,197.399,61565,TSP_AGM
grafo-euleriano,150,11175.0,TABU_CICLOS 160 25 300,677.538,60487,TSP_AGM
grafo-euleriano,150,11175.0,TABU_ESTRUCTURA 160 25 300,225.318,60503,TSP_AGM
grafo-euleriano,153,11628.0,TABU_CICLOS 160 25 300,744.285,38023,TSP_AGM
grafo-euleriano,153,11628.0,TABU_ESTRUCTURA 160 25 300,213.191,38147,TSP_AGM
grafo-euleriano,156,12090.0,TABU_CICLOS 160 25 300,676.883,48051,TSP_AGM
grafo-euleriano,156,12090.0,TABU_ESTRUCTURA 160 25 300,209.027,48272,TSP_AGM
grafo-euleriano,159,12561.0,TABU_CICLOS 160 25 300,798.385,53383,TSP_AGM
grafo-euleriano,159,12561.0,TABU_ESTRUCTURA 160 25 300,216.786,53536,TSP_AGM
grafo-euleriano,162,13041.0,TABU_CICLOS 160 25 300,800.278,66576,TSP_AGM
grafo-euleriano,162,13041.0,TABU_ESTRUCTURA 160 25 300,225.185,66788,TSP_AGM
grafo-euleriano,165,13530.0,TABU_CICLOS 160 25 300,765.015,75946,TSP_AGM
grafo-euleriano,165,13530.0,TABU_ESTRUCTURA 160 25 300,232.092,76243,TSP_AGM
grafo-euleriano,168,14028.0,TABU_CICLOS 160 25 300,831.916,39306,TSP_AGM
grafo-euleriano,168,14028.0,TABU_ESTRUCTURA 160 25 300,239.058,39379,TSP_AGM
grafo-euleriano,171,14535.0,TABU_CICLOS 160 25 300,823.114,35603,TSP_AGM
grafo-euleriano,171,14535.0,TABU_ESTRUCTURA 160 25 300,249.071,35660,TSP_AGM
grafo-euleriano,174,15051.0,TABU_CICLOS 160 25 300,902.064,57464,TSP_AGM
grafo-euleriano,174,15051.0,TABU_ESTRUCTURA 160 25 300,254.914,57649,TSP_AGM
grafo-euleriano,177,15576.0,TABU_CICLOS 160 25 300,916.292,51244,TSP_AGM
grafo-euleriano,177,15576.0,TABU_ESTRUCTURA 160 25 300,266.157,51360,TSP_AGM
grafo-euleriano,180,16110.0,TABU_CICLOS 160 25 300,951.122,61600,TSP_AGM
grafo-euleriano,180,16110.0,TABU_ESTRUCTURA 160 25 300,274.934,61669,TSP_AGM
grafo-euleriano,183,16653.0,TABU_CICLOS 160 25 300,1013.91,89942,TSP_AGM
grafo-euleriano,183,16653.0,TABU_ESTRUCTURA 160 25 300,287.133,90063,TSP_AGM
grafo-euleriano,186,17205.0,TABU_CICLOS 160 25 300,1118.17,64699,TSP_AGM
grafo-euleriano,186,17205.0,TABU_ESTRUCTURA 160 25 300,293.349,64871,TSP_AGM
grafo-euleriano,189,17766.0,TABU_CICLOS 160 25 300,1048.88,73415,TSP_AGM
grafo-euleriano,189,17766.0,TABU_ESTRUCTURA 160 25 300,320.38,73641,TSP_AGM
grafo-euleriano,192,18336.0,TABU_CICLOS 160 25 300,1137.55,45132,TSP_AGM
grafo-euleriano,192,18336.0,TABU_ESTRUCTURA 160 25 300,315.015,45254,TSP_AGM
grafo-euleriano,195,18915.0,TABU_CICLOS 160 25 300,1099.8,58395,TSP_AGM
grafo-euleriano,195,18915.0,TABU_ESTRUCTURA 160 25 300,322.328,58520,TSP_AGM
grafo-euleriano,198,19503.0,TABU_CICLOS 160 25 300,1253.86,56959,TSP_AGM
grafo-euleriano,198,19503.0,TABU_ESTRUCTURA 160 25 300,331.05,57091,TSP_AGM
grafo-euleriano,201,20100.0,TABU_CICLOS 160 25 300,1202.71,54026,TSP_AGM
grafo-euleriano,201,20100.0,TABU_ESTRUCTURA 160 25 300,339.919,54030,TSP_AGM
grafo-euleriano,204,20706.0,TABU_CICLOS 160 25 300,1263.89,68101,TSP_AGM
grafo-euleriano,204,20706.0,TABU_ESTRUCTURA 160 25 300,346.235,68226,TSP_AGM
grafo-euleriano,207,21321.0,TABU_CICLOS 160 25 300,1271.91,44250,TSP_AGM
grafo-euleriano,207,21321.0,TABU_ESTRUCTURA 160 25 300,358.08,44345,TSP_AGM
grafo-euleriano,210,21945.0,TABU_CICLOS 160 25 300,1290.12,44128,TSP_AGM
grafo-euleriano,210,21945.0,TABU_ESTRUCTURA 160 25 300,365.325,44140,TSP_AGM
grafo-euleriano,213,22578.0,TABU_CICLOS 160 25 300,1319.83,58936,TSP_AGM
grafo-euleriano,213,22578.0,TABU_ESTRUCTURA 160 25 300,376.241,58950,TSP_AGM
grafo-euleriano,216,23220.0,TABU_CICLOS 160 25 300,1288.73,94514,TSP_AGM
grafo-euleriano,216,23220.0,TABU_ESTRUCTURA 160 25 300,387.508,94675,TSP_AGM
grafo-euleriano,219,23871.0,TABU_CICLOS 160 25 300,1469.73,89460,TSP_AGM
grafo-euleriano,219,23871.0,TABU_ESTRUCTURA 160 25 300,395.033,89588,TSP_AGM
grafo-euleriano,222,24531.0,TABU_CICLOS 160 25 300,1564.13,65342,TSP_AGM
grafo-euleriano,222,24531.0,TABU_ESTRUCTURA 160 25 300,406.567,65473,TSP_AGM
grafo-euleriano,225,25200.0,TABU_CICLOS 160 25 300,1495.54,76407,TSP_AGM
grafo-euleriano,225,25200.0,TABU_ESTRUCTURA 160 25 300,421.222,76529,TSP_AGM
