dataset,n,m,metodo,tiempo,costo,tp
grafo-euleriano,165,13530.0,TABU_ESTRUCTURA 160 25 300,254.154,76583,TSP_INS
grafo-euleriano,168,14028.0,TABU_CICLOS 160 25 300,869.182,39394,TSP_INS
grafo-euleriano,168,14028.0,TABU_ESTRUCTURA 160 25 300,266.043,39501,TSP_INS
grafo-euleriano,171,14535.0,TABU_CICLOS 160 25 300,809.214,35705,TSP_INS
grafo-euleriano,171,14535.0,TABU_ESTRUCTURA 160 25 300,270.937,35908,TSP_INS
grafo-euleriano,174,15051.0,TABU_CICLOS 160 25 300,874.511,57634,TSP_INS
grafo-euleriano,174,15051.0,TABU_ESTRUCTURA 160 25 300,282.129,57738,TSP_INS
grafo-euleriano,177,15576.0,TABU_CICLOS 160 25 300,1003.3,51384,TSP_INS
grafo-euleriano,177,15576.0,TABU_ESTRUCTURA 160 25 300,290.83,51707,TSP_INS
grafo-euleriano,180,16110.0,TABU_CICLOS 160 25 300,1098.58,61923,TSP_INS
grafo-euleriano,180,16110.0,TABU_ESTRUCTURA 160 25 300,299.509,62095,TSP_INS
grafo-euleriano,183,16653.0,TABU_CICLOS 160 25 300,943.707,90198,TSP_INS
grafo-euleriano,183,16653.0,TABU_ESTRUCTURA 160 25 300,343.162,90278,TSP_INS
grafo-euleriano,186,17205.0,TABU_CICLOS 160 25 300,1073.26,64953,TSP_INS
grafo-euleriano,186,17205.0,TABU_ESTRUCTURA 160 25 300,352.354,65119,TSP_INS
grafo-euleriano,189,17766.0,TABU_CICLOS 160 25 300,1059.85,73639,TSP_INS
grafo-euleriano,189,17766.0,TABU_ESTRUCTURA 160 25 300,359.491,73845,TSP_INS
grafo-euleriano,192,18336.0,TABU_CICLOS 160 25 300,1256.67,45318,TSP_INS
grafo-euleriano,192,18336.0,TABU_ESTRUCTURA 160 25 300,371.821,45485,TSP_INS
grafo-euleriano,195,18915.0,TABU_CICLOS 160 25 300,1092.68,58643,TSP_INS
grafo-euleriano,195,18915.0,TABU_ESTRUCTURA 160 25 300,380.55,58791,TSP_INS
grafo-euleriano,198,19503.0,TABU_CICLOS 160 25 300,1103.59,57238,TSP_INS
grafo-euleriano,198,19503.0,TABU_ESTRUCTURA 160 25 300,408.893,57404,TSP_INS
grafo-euleriano,201,20100.0,TABU_CICLOS 160 25 300,1145.39,54161,TSP_INS
grafo-euleriano,201,20100.0,TABU_ESTRUCTURA 160 25 300,402.733,54355,TSP_INS
grafo-euleriano,204,20706.0,TABU_CICLOS 160 25 300,1302.73,68334,TSP_INS
grafo-euleriano,204,20706.0,TABU_ESTRUCTURA 160 25 300,412.69,68513,TSP_INS
grafo-euleriano,207,21321.0,TABU_CICLOS 160 25 300,1445.4,44386,TSP_INS
grafo-euleriano,207,21321.0,TABU_ESTRUCTURA 160 25 300,424.998,44559,TSP_INS
grafo-euleriano,210,21945.0,TABU_CICLOS 160 25 300,1289.5,44152,TSP_INS
grafo-euleriano,210,21945.0,TABU_ESTRUCTURA 160 25 300,438.562,44298,TSP_INS
grafo-euleriano,213,22578.0,TABU_CICLOS 160 25 300,1277.13,59171,TSP_INS
grafo-euleriano,213,22578.0,TABU_ESTRUCTURA 160 25 300,448.935,59312,TSP_INS
grafo-euleriano,216,23220.0,TABU_CICLOS 160 25 300,1323.86,94800,TSP_INS
grafo-euleriano,216,23220.0,TABU_ESTRUCTURA 160 25 300,455.998,95056,TSP_INS
grafo-euleriano,219,23871.0,TABU_CICLOS 160 25 300,1574.17,89724,TSP_INS
grafo-euleriano,219,23871.0,TABU_ESTRUCTURA 160 25 300,469.317,89971,TSP_INS
grafo-euleriano,222,24531.0,TABU_CICLOS 160 25 300,1421.27,65587,TSP_INS
grafo-euleriano,222,24531.0,TABU_ESTRUCTURA 160 25 300,477.573,65675,TSP_INS
grafo-euleriano,225,25200.0,TABU_CICLOS 160 25 300,1728.19,76610,TSP_INS
grafo-euleriano,225,25200.0,TABU_ESTRUCTURA 160 25 300,493.957,76795,TSP_INS
grafo-euleriano,228,25878.0,TABU_CICLOS 160 25 300,1726.25,52686,TSP_INS
grafo-euleriano,228,25878.0,TABU_ESTRUCTURA 160 25 300,498.171,52768,TSP_INS
grafo-euleriano,231,26565.0,TABU_CICLOS 160 25 300,1603.77,117487,TSP_INS
grafo-euleriano,231,26565.0,TABU_ESTRUCTURA 160 25 300,510.458,117565,TSP_INS
grafo-euleriano,234,27261.0,TABU_CICLOS 160 25 300,1696.9,70572,TSP_INS
grafo-euleriano,234,27261.0,TABU_ESTRUCTURA 160 25 300,540.318,70656,TSP_INS
